Text,Label
"RT @DenisGravouil: Concert des interdits de train : Gare de Lyon à  Paris et à  Clermont-Ferrand , Lyon  €¦ exigeons le droit de voyager avec l €¦",None
"@evolilith_ @MarieFossat @survivor_cm @madamebretzel Mais t'es débile ou tu le fais exprès ?
 Sans testostérone, pas €¦ https://t.co/i5AmvEDT7H",Bullying
RT @E2Villiers: Devenez migrant l'Etat ðŸ™Œvous offre la vie de Chà¢teau ! ðŸ¥¹ https://t.co/7NbjfZ9aer,None
@fredmusa @Pascal3Cabau @LeaSalame j'ai passer une bonne soirée devant quelle époque et en lisant tous les tweets €¦ https://t.co/ZKDSI6ur4r,None
"RT @JANGUYENVANTAM: @pjacquemain @GDarmanin Quand ton seul problème est qu'un élu souhaite un joyeux Noel, c'est que t'es vraiment déconnec €¦",None
"RT @lae_gmz:  « j'suis attachée mais t'es un Renoi, t'es pas musulman, tu pries pas tu préfère dealer  » mais pitié qui gère la musique de We €¦",Racism
"RT @LeaFrct: Ma petite sÅ“ur de 20 ans étudie à  #Bordeaux, elle vient de me raconter sa soirée après France-Maroc. Elle a croisé la route de €¦",None
"RT @realmarcel1: L'enchaînement du gros plan sur l'énorme lustre allumé en pleine journée et  « la sobriété, ça fonctionne  » dans cette vidé €¦",None
RT @E2Villiers: Devenez migrant l'Etat ðŸ™Œvous offre la vie de Chà¢teau ! ðŸ¥¹ https://t.co/7NbjfZ9aer,None
"RT @_batou_: Si je comprends bien ça implique donc ceci : en payant, vous pouvez désormais invisibiliser un autre compte, le rendre moins v €¦",None
Ne ràªve que du gros plan sur Messi qui pleure ðŸ‡«ðŸ‡·,None
RT @E2Villiers: Devenez migrant l'Etat ðŸ™Œvous offre la vie de Chà¢teau ! ðŸ¥¹ https://t.co/7NbjfZ9aer,Bullying
"RT @NFLFrance: ðŸˆ Les #Skol remontent 33 points pour le gros comeback de l'histoire de la NFL, et remportent la NFC North !
 
 4e défaite cons €¦",None
@MonsieurEco @BBouillard @BalletKija @ERationnelle En gros avec une électricité à  l'allemande sur son cycle de vie €¦ https://t.co/PWSm1cTrHf,None
"@freelance_3 Coucou mon adorable Evy , merci beaucoup , ta Nini te souhaite un très beau dimanche à  toi aussi , gro €¦ https://t.co/hYH08Cv3vx",None
Une fois toutes les 3H TA MERE LA PUTE,Hate_Speech
Wow de merde les GROS FILS DE PUTES QUI POUCAVE ET SIGNALENT LES AFK AU JOUG D'HIVER MOURREZ,Hate_Speech
World of Warcraft ce serait le meilleur jeu du monde si c'était un jeu solo parce que chaque interaction avec d'aut €¦ https://t.co/V8lF6OjbFo,None
@vikimikitoli Quand tu te fais signaler par des gros fils de pute t'as un debuff au bout de 1m tu dois t'engager da €¦ https://t.co/NJxkjJDc0t,Hate_Speech
RT @diane_lotin: Besoin d'un gros cà¢lin et qu'on me dise que ça va aller ðŸ˜žðŸ˜žðŸ˜ž,None
"RT @Vanneur: Yassine Bounou = meilleur gardien. Il a réussi une parade exceptionnelle màªme après le match, lorsque l'arbitre a mis sa main €¦",None
"RT @LaXaviere: ""Notre Dieu a pris un gros risque: que l'histoire s'interrompe avant de commencer,si la Loi avait été exécutée.Risque magnif €¦",None
RT @florencetoneat1: Ne faudrait-il pas suggérer à  Céline Quatennens de révéler je ne sais trop quelle violence ou harcèlement ? Le moment €¦,Bullying
"RT @realmarcel1: L'enchaînement du gros plan sur l'énorme lustre allumé en pleine journée et  « la sobriété, ça fonctionne  » dans cette vidé €¦",None
"RT @labooktillaise: Bordel de MERDE
 Elle est incroyable 
 
 Ma belle, j'espère qu'on va te proposer de gros contrats de mannequinat",None
RT @its_notmyjob_: @LiliMay67513844 Des gros tweets racistes avec 100k likes mais bon le mec a parlé avec des argentins et les a fait part €¦,None
"RT @Kmeuh: Gros bravo à  @alltheanime_fr pour avoir mis le max de supplément, sans tout ça, ça aurait été un peu compliquer de donner envie €¦",None
Gros plan aujourd'hui sur l'aquaculture et d'une nouvelle technique pour tester les oeufs des esturgeons et s'assur €¦ https://t.co/pf4kenx1qB,None
RT @MarleneSchiappa: Le harcèlement en meute infligé par des militants à  une femme qui a simplement osé faire valoir son droit à  vivre sans €¦,sexism
Argentine-France : gros déséquilibre en tribune https://t.co/BzKy18D8Fh,None
RT @E2Villiers: Devenez migrant l'Etat ðŸ™Œvous offre la vie de Chà¢teau ! ðŸ¥¹ https://t.co/7NbjfZ9aer,None
@f_philippot Bonjour Mr Philippot oufff...il était temps...a la TV il en parle?merci de me repondre...tres respectueusement gros bisous,None
"RT @DufourMeiffren: @KARLOLIVE @ThivGrignon @OlivierKlein93 @emmaus_france Saviez-vous qu'en France il y a des français qui souffrent ?
 Et €¦",None
"RT @DufourMeiffren: @KARLOLIVE @ThivGrignon @OlivierKlein93 @emmaus_france Saviez-vous qu'en France il y a des français qui souffrent ?
 Et €¦",None
RT @E2Villiers: Devenez migrant l'Etat ðŸ™Œvous offre la vie de Chà¢teau ! ðŸ¥¹ https://t.co/7NbjfZ9aer,None
RT @blezzard92: Si les trois ballons d'or français refusent d'asster a la final que joue leur pays...c'est qu'il y a vraiment un gros probl €¦,Hate_Speech
"@RMCsport Voilà  les médias français des gros trou du c** pour des pu**clic , on a les seuls médias au monde à  parle €¦ https://t.co/YhDy8biuvJ",None
RT @E2Villiers: Devenez migrant l'Etat ðŸ™Œvous offre la vie de Chà¢teau ! ðŸ¥¹ https://t.co/7NbjfZ9aer,None
RT @SNJPL50: @JacquesColignon @gayets Pour les labos c'est un gros échantillon de cobayes. Et vous croyez qu'ils vont suivre de près tout c €¦,Bullying
"RT @fabien_mtp: Malgré un 10e 49.3 du GVT Macron ðŸ† 
 Nous sommes toujours sans nouvelles de l'opposition. 
 Apparemment, le plus important es €¦",None
"RT @AvecQuatennens: ðŸ”´ Adrien Quatennens n'est pas coupable de faits de violences répétées, ni de harcélement.
 
 Il est condamné à  4 mois de €¦",None
RT @le_caviar: Mais vous àªtes de gros malade? Vraiment j'éprouve une haine profonde contre tous ces gens qui ne veulent pas améliorer la si €¦,Hate_Speech
"RT @lae_gmz:  « j'suis attachée mais t'es un Renoi, t'es pas musulman, tu pries pas tu préfère dealer  » mais pitié qui gère la musique de We €¦",Racism
@PBlanrue C est un putain de collabo ce mec et il est aussi débile que l autre tocard de Thomas Durand où Julien Pain Pain cul cul,Bullying
Je savais pas qu'on pouvait àªtre conne à  ce point.,Bullying
"@SenorPetrucci @bob56300 @JulienParrou Idem pour moi. Aucune raison de vendre klarsen. .
 Mais nous sommes deux avec €¦ https://t.co/qSXoV6R4Xd",None
RT @E2Villiers: Devenez migrant l'Etat ðŸ™Œvous offre la vie de Chà¢teau ! ðŸ¥¹ https://t.co/7NbjfZ9aer,None
RT @E2Villiers: Devenez migrant l'Etat ðŸ™Œvous offre la vie de Chà¢teau ! ðŸ¥¹ https://t.co/7NbjfZ9aer,None
"RT @realmarcel1: L'enchaînement du gros plan sur l'énorme lustre allumé en pleine journée et  « la sobriété, ça fonctionne  » dans cette vidé €¦",None
@KadoKero @RakovYohan @BreakingInfosJR @AQuatennens Encore du vide ? C'est une particularité de gros bÅ“uf de votant faut croire.,None
@LVTatoo7520 @beillesse @RAF97483 @lafeevivianeb @sardine33000 @Whokilledbill3 @Oliv_Lisle @PascalAyba @jcn95290 €¦ https://t.co/5NiqKUny7r,None
"RT @CedricMas: #Ukraine j'ai essayé d'étudier cette vidéo sur le gros.
 (Avec des géolocalisation qui montrent que c'est un survol de l'Est €¦",None
"@GdcGina @LCI Sources ?
 
 Adieux la conne, en général c'est là  qu'on a plus de nouvelles.",Bullying
"@ZappingCovid @LCI Ba si, regardez cette étude de 2018 sur le sujet : https://t.co/GGMpa9TmlN
 
 Vous àªtes débile ou quoi ?",Bullying
"RT @realmarcel1: L'enchaînement du gros plan sur l'énorme lustre allumé en pleine journée et  « la sobriété, ça fonctionne  » dans cette vidé €¦",None
@va22310147 @Lola01980642 @Krieger66362259 Wouah vous savez parler soit qu avec des gros mots mais peut àªtre vous n €¦ https://t.co/OY34wmbGez,none
"RT @labooktillaise: Bordel de MERDE
 Elle est incroyable 
 
 Ma belle, j'espère qu'on va te proposer de gros contrats de mannequinat",None
@ArnaudJanssens @Panthaa Et des gros ney-ney,None
@CoIombien J'attend 23h59 gros con,None
RT @E2Villiers: Devenez migrant l'Etat ðŸ™Œvous offre la vie de Chà¢teau ! ðŸ¥¹ https://t.co/7NbjfZ9aer,None
"RT @DenisGravouil: Concert des interdits de train : Gare de Lyon à  Paris et à  Clermont-Ferrand , Lyon  €¦ exigeons le droit de voyager avec l €¦",None
"RT @FerrariF1FRA: ðŸ”´ THREAD sur les nouveautés attendues sur la Ferrari 2023 :
 
 - Différences visibles sur les cà´tés et la partie arrière.
 - €¦",None
"Salah Hamouri est expulsé en France après des mois de harcèlement judiciaire. 
 
 Constitutant un précédent juridique €¦ https://t.co/FAADfXmEPP",None
@Pierre_Ka En gros ça veut dire obeissez ou bye bye. Si vous ne vous alignez pas sur nos positions on coupe les viv €¦ https://t.co/cLlBWJOL11,Bullying
"RT @MllerQuentin: Volet N*5 et dernier - ITW de Zyad Ibhais, frère de l'embastillé Abdullah, ancien chef des relations médias de l'orga de €¦",None
"RT @realmarcel1: L'enchaînement du gros plan sur l'énorme lustre allumé en pleine journée et  « la sobriété, ça fonctionne  » dans cette vidé €¦",None
RT @Thierry_PELTIER: Comment je me suis disputée :  « Mon beau-père me traite de connasse et de bonne à  rien au repas de Noël  » https://t.co €¦,Bullying
"RT @lae_gmz:  « j'suis attachée mais t'es un Renoi, t'es pas musulman, tu pries pas tu préfère dealer  » mais pitié qui gère la musique de We €¦",Racism
RT @E2Villiers: Devenez migrant l'Etat ðŸ™Œvous offre la vie de Chà¢teau ! ðŸ¥¹ https://t.co/7NbjfZ9aer,None
RT @E2Villiers: Devenez migrant l'Etat ðŸ™Œvous offre la vie de Chà¢teau ! ðŸ¥¹ https://t.co/7NbjfZ9aer,None
RT @E2Villiers: Devenez migrant l'Etat ðŸ™Œvous offre la vie de Chà¢teau ! ðŸ¥¹ https://t.co/7NbjfZ9aer,None
RT @E2Villiers: Devenez migrant l'Etat ðŸ™Œvous offre la vie de Chà¢teau ! ðŸ¥¹ https://t.co/7NbjfZ9aer,None
"RT @lae_gmz:  « j'suis attachée mais t'es un Renoi, t'es pas musulman, tu pries pas tu préfère dealer  » mais pitié qui gère la musique de We €¦",Racism
Comment on peut àªtre prof et debile en màªme temps https://t.co/evyDI5tmMz,Bullying
"@Yiker20 @Meca_FR U're dumb ? Are you?
 Non la vérité pq tu commentes débile ðŸ˜­",Bullying
RT @E2Villiers: Devenez migrant l'Etat ðŸ™Œvous offre la vie de Chà¢teau ! ðŸ¥¹ https://t.co/7NbjfZ9aer,None
"RT @lae_gmz:  « j'suis attachée mais t'es un Renoi, t'es pas musulman, tu pries pas tu préfère dealer  » mais pitié qui gère la musique de We €¦",Racism
"@Luc_Valter Ben oui une gifle est une violence tout comme le harcèlement et autres pressions psychologiques.
 Relati €¦ https://t.co/PMSjDd7Hjx",None
"RT @realmarcel1: L'enchaînement du gros plan sur l'énorme lustre allumé en pleine journée et  « la sobriété, ça fonctionne  » dans cette vidé €¦",None
RT @E2Villiers: Devenez migrant l'Etat ðŸ™Œvous offre la vie de Chà¢teau ! ðŸ¥¹ https://t.co/7NbjfZ9aer,None
@janette52259246 @gerardfiloche Mais quelle bàªtise! Et c est lui  « le gros malin  »?!,Hate_Speech
"RT @EtienneKlein: Par gros temps de brume, les fiers Drus à  Chamonix semblent vouloir nous dire quelque chose. Mais quoi ?
 Photo  ¦@BlaiseAg €¦",None
Les autorités disent qu'il n'y avait pas les microbes que vous mentez. ðŸ¥´,Hate_Speech
RT @E2Villiers: Devenez migrant l'Etat ðŸ™Œvous offre la vie de Chà¢teau ! ðŸ¥¹ https://t.co/7NbjfZ9aer,None
@ZemmourEric honte a vous bande de gros cou,Bullying
RT @E2Villiers: Devenez migrant l'Etat ðŸ™Œvous offre la vie de Chà¢teau ! ðŸ¥¹ https://t.co/7NbjfZ9aer,None
"@FlatZombieJuice Ahhh franchement je suis bien content de le savoir eu maintenant elles sont quasi introuvable ðŸ˜­
 Merci beaucoup gros !",None
"RT @veritebeaute: ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚
 Moi je trouve ça tellement débile que ça me fait rire ! €¦Elle n'a plus un poil sur le caillou et elle change d €¦",Bullying
"RT @lae_gmz:  « j'suis attachée mais t'es un Renoi, t'es pas musulman, tu pries pas tu préfère dealer  » mais pitié qui gère la musique de We €¦",Racism
Il y'aura un gros goulot d'étranglement en d'année 2022 avec la digitalisation des attestations en Cà´te-d'Ivoire ðŸ‡¨ðŸ‡® €¦ https://t.co/dKMCJIaDAG,None
RT @E2Villiers: Devenez migrant l'Etat ðŸ™Œvous offre la vie de Chà¢teau ! ðŸ¥¹ https://t.co/7NbjfZ9aer,None
@ChallandRomain qui dit  « nanas  » si ce n'est les gros fils de putes ?,Hate_Speech
@Lidbdemocra_d Tu es surtout un gros troll!!! ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£,Bullying
"RT @BFMTV: ""L'Argentine, ça va àªtre un gros morceau""
 
 Alain Giresse, ancien footballeur de l'équipe de France, est à  Doha pour soutenir les €¦",None
"RT @MSolidarites: Dimanche 18 décembre à  Paris, nous manifesterons au départ de la Porte de la Chapelle à  11h, devant l'un des plus grands €¦",None
"RT @AvadaPythagore: C'est marrant les footix qui relaient des vidéos d'Argentins pour souligner que ce sont des gros racistes,sans relever €¦",Racism
"RT @Haut_Rhinois: Voilà  pourquoi #Macron a reculé le debat sur l'age de départ de la retraite : +4% de ""mécontents"" et +6% de très ""méconte €¦",None
RT @E2Villiers: Devenez migrant l'Etat ðŸ™Œvous offre la vie de Chà¢teau ! ðŸ¥¹ https://t.co/7NbjfZ9aer,None
"RT @Haut_Rhinois: Voilà  pourquoi #Macron a reculé le debat sur l'age de départ de la retraite : +4% de ""mécontents"" et +6% de très ""méconte €¦",None
RT @E2Villiers: Devenez migrant l'Etat ðŸ™Œvous offre la vie de Chà¢teau ! ðŸ¥¹ https://t.co/7NbjfZ9aer,None
"RT @LCritikeur: Le documentaire ""died suddenly"" (mort soudainement) montre de très gros caillots dans les corps de vaccinés.
 Beaucoup de ""m €¦",None
RT @E2Villiers: Devenez migrant l'Etat ðŸ™Œvous offre la vie de Chà¢teau ! ðŸ¥¹ https://t.co/7NbjfZ9aer,None
RT @E2Villiers: Devenez migrant l'Etat ðŸ™Œvous offre la vie de Chà¢teau ! ðŸ¥¹ https://t.co/7NbjfZ9aer,None
@lemonde_va Et pourtant ils vont tous reprendre le boulot et avec un gros avantage sans thérapie genique dans le co €¦ https://t.co/RGZsogZ7Q9,None
"@AmisFrancaisPCC @UPR_Asselineau l'intelligentsia française et màªme européenne. C'est débile mais c'est ainsi. 
 Je €¦ https://t.co/ndR8qQ4TBB",Hate_Speech
@TrashTalk_fr Un peu débile de jouer 42 min pour un pauvre match de saison régulière juste histoire de noircir une €¦ https://t.co/oafGlMnRHP,Hate_Speech
RT @E2Villiers: Devenez migrant l'Etat ðŸ™Œvous offre la vie de Chà¢teau ! ðŸ¥¹ https://t.co/7NbjfZ9aer,Hate_Speech
"RT @_BeFootball: Un gros coup de pression...ðŸ˜­
 
 https://t.co/GLL8Hr3nY9",None
RT @1ponitto: THREAD : Les plus gros mensonges de ce réseau https://t.co/UDQHxU0GUi,Hate_Speech
"RT @camsouu7: àŠtre une femme en 2022 voilà  : un connard se branle sans aucun gàªne sur moi dans le @RERD_SNCF , quand est-ce qu'on pourra en €¦",sexism
"RT @franceinter: ""Qui a tué Dinah Gonthier, qui est responsable et pourquoi est-elle morte ?""
 François Morel revient sur le suicide de cett €¦",None
"RT @MSolidarites: Dimanche 18 décembre à  Paris, nous manifesterons au départ de la Porte de la Chapelle à  11h, devant l'un des plus grands €¦",None
"@FranceRMCF @lequipe @le10sport Quand Karim va quitter le Real, tous les rebeus aux photos de manga et Palestine vo €¦ https://t.co/g9nWQAmk0b",None
RT @E2Villiers: Devenez migrant l'Etat ðŸ™Œvous offre la vie de Chà¢teau ! ðŸ¥¹ https://t.co/7NbjfZ9aer,None
"RT @lae_gmz:  « j'suis attachée mais t'es un Renoi, t'es pas musulman, tu pries pas tu préfère dealer  » mais pitié qui gère la musique de We €¦",Racism
"RT @xXGorkXx: J'aimerais tellement connaître l'humain ou l'humaine qui a fait ça pour les chats qui vivent dehors, juste pour lui faire un €¦",None
@mediathom En commentaires une foule de mous du bulbe aigris qui pensent que censurer la désinformation et l'intolé €¦ https://t.co/zwW2TeQ6x5,None
"RT @MSolidarites: Dimanche 18 décembre à  Paris, nous manifesterons au départ de la Porte de la Chapelle à  11h, devant l'un des plus grands €¦",None
"RT @lae_gmz:  « j'suis attachée mais t'es un Renoi, t'es pas musulman, tu pries pas tu préfère dealer  » mais pitié qui gère la musique de We €¦",Racism
