text,label,label2,to be removed,merged_labels
"RT @lae_gmz: « j’suis attachée mais t’es un Renoi, t’es pas musulman, tu pries pas tu préfère dealer » mais pitié qui gère la musique de We…",none,,no,none
"@Etoile34v @kevinbossuet @CNEWS Nan, mais c'est débile de reprocher à des maires de ne pas vouloir diffuser la prom… https://t.co/GyEra8KlK5",bullying ,,yes,bullying 
"BONJOUUUUUUUR LA FRANCE ! GROSSE JOURNÉE, GROS MATCH ET (🤞🏻) GROSSE VICTOIRE !!! IMPOSSIBLE N'EST PAS FRANÇAIS 👊🏻🇨🇵… https://t.co/DFoeDjHZZj",none,,no,none
C'est le plus gros bracage de l'histoire de la Coupe du Monde mdrrrr https://t.co/bbo2FaKGqR,none,,no,none
"RT @realmarcel1: L’enchaînement du gros plan sur l’énorme lustre allumé en pleine journée et « la sobriété, ça fonctionne » dans cette vidé…",none,,no,none
RT @kevinbossuet: « Il faut dans l'enseignement de l'#histoire renouer avec le récit national afin que tous les élèves quelle que soit leur…,none,,no,none
@NeyAb6 @inffe_ @Doigtdansdieu @deujj_qlf cette femme enceinte qui a fait des apparitions miraculeuses faut être dé… https://t.co/es6lMC9PZM,none,,no,none
"@chrisdeCombrand @JLMelenchon ""Le vote n'est pas l'alfa et l'omega de la démocratie"" nous dit ce gros bêta de Bompa… https://t.co/SwsjtVXAkN",none ,,no,none 
@moise_katumbi FUJIMORI PRESIDENT DU PERU SE FUT REFUGIE AU JAPON COMME PAYS D ORIGINE APRES QUE LA JUSTICE LE CHER… https://t.co/usIoRNgoos,none,,no,none
@victoireKeravel @GDarmanin @nantesfr @Johanna_Rolland @pascalbolo En gros ce sont les crados qui ont tous les droi… https://t.co/7ettpVcDhf,none,,no,none
"RT @mgs_shop: Petit rappel pour GROS concours Yu-Gi-Oh ! avec @YugiMuto91 
 Tirage au sort le 25/12 🎄🥳",none,,no,none
@13savageCarlo @CrunkGaming @RAPTlME Mais le tweet demande de donner nos avis espèce de sale fils de pute,hate speech ,,yes,hate speech 
"RT @GilbertCollard: En Espagne, à #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arrêter de croire que ces…",None,,yes,None
"RT @GilbertCollard: En Espagne, à #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arrêter de croire que ces…",None,,yes,None
@fmbreon Et tu es bien debile,bullying ,,yes,bullying 
RT @_IDVL: C’est possible d’être debile à ce point mdrrr 😭 https://t.co/Q4DFmAMK6V,none,,no,none
@Imane_Z23 @HeloiseNOPLP perso je ne me sens pas plus vieille mais je trouve que la miss est tellement jeune pour avoir un si gros rôle !,none,,no,none
"RT @ThisIsDamso: Mettez du respect sur le blase de Damso.
 En toute honnêteté, son équipe et lui sont les seuls dans l’industrie à faire ce…",none,,no,none
@CamaradeTeva @allan_adb T'es débile un peu non ?,bullying ,,yes,bullying 
"RT @realmarcel1: L’enchaînement du gros plan sur l’énorme lustre allumé en pleine journée et « la sobriété, ça fonctionne » dans cette vidé…",none,,no,none
"@Pierls1 @GuillaumeBarucq Crétin c'est une info sortie de son contexte, alors soit tu sais pas lire un article, soi… https://t.co/P5ozClLVE0",none,,no,none
"@nessiiiiiiiiiie @lae_gmz Ftg cest ecrit nulle part que cest un son pour les rebeu sale bouffone , vous etes pas le centre du monde",none,,no,none
"RT @GilbertCollard: En Espagne, à #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arrêter de croire que ces…",None,,yes,None
@jk_rowling @Sian_L_S sale pute,Hate speech ,,yes,Hate speech 
"L'insulte en question ""sans prévenir mon gros daron"" 😐
 
 Le niveau de fragilité de certains https://t.co/oSvuzV5FUe",bullying ,,yes,bullying 
@jackhehimquaid mais y’a personne gros c’est trop triste,none,,no,none
"RT @LiNkTaReum: En trois ans chez Rothschild, Macron a pourtant multiplié transactions et gros honoraires...
 En trois ans il empoche près d…",none,,no,none
RT @rosx08: et après ça se disait copine ?? mais vas là bas gros,none,,no,none
RT @Bellinarg4: Bill Gates prévoit une “contagion catastrophique” capable de tuer de jeunes adultes et des enfants…que nous prépare Gates ?…,none,,no,none
"RT @GilbertCollard: En Espagne, à #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arrêter de croire que ces…",None,,yes,None
"@GaliaAckerman Pas vieux jeu, juste une gauchiasse très conne...",bullying ,,yes,bullying 
"RT @realmarcel1: L’enchaînement du gros plan sur l’énorme lustre allumé en pleine journée et « la sobriété, ça fonctionne » dans cette vidé…",none ,,no,none 
"RT @GilbertCollard: En Espagne, à #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arrêter de croire que ces…",None,,yes,None
RT @coriandre34: Bill Gates prévoit une « contagion catastrophique » capable de tuer de jeunes adultes et des enfants…que nous prépare Gate…,hate speech ,,yes,hate speech 
"RT @Lass2fois: La 3e étoiles ou rien, fuck l’Argentine et ses gros suceurs",Hate speech,,,Hate speech
@thenarrator7_ Gros tkt ça arrive,None,,yes,None
"RT @GilbertCollard: En Espagne, à #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arrêter de croire que ces…",None,,yes,None
RT @so_mkb: Je vous demande rarement mais là c’est hyper important alors que t’es un gros compte ou pas je me permets de te demander de ret…,none,,no,none
"RT @GilbertCollard: En Espagne, à #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arrêter de croire que ces…",None,,yes,None
"RT @GilbertCollard: En Espagne, à #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arrêter de croire que ces…",None,,yes,None
RT @MaryC7773: Bravo à Eric Revel qui remet à sa place les affreux gauchistes que sont le gros Dray et l’affreux Zeribi. Ils sont tellement…,none,,no,none
RT @blezzard92: Si les trois ballons d'or français refusent d'asster a la final que joue leur pays...c'est qu'il y a vraiment un gros probl…,none,,no,none
"@frdriquedujardi Écoute, tu traduis les évènements comme bon te semble,laisse moi en faire de même.C'est vrai que p… https://t.co/329GIsIVgp",none,,no,none
@csk92i @SonPessi Non mais gros arrête de tweeter ces genres de trucs 🤢,None,,no ,None
Zelensky : - Le problème majeur que nous rencontrons avec Olena est l'alimentation de notre compte aux Bahamas : to… https://t.co/I1aWw81iSq,none,,no,none
@Farah9392 Colonisation espece de gros autiste,bullying ,,yes,bullying 
"@IgbYuy @heyanubis @heyomeech956 @AndroidEatAppl Espece de gros attardé, dèja tu parles sans savoir en disant qu'il… https://t.co/KOAOL0aZag",none,,no,none
Macron fils de pute https://t.co/NodOh9FVgx,hate speech ,,yes,hate speech 
"RT @GilbertCollard: En Espagne, à #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arrêter de croire que ces…",None,,yes,None
"@ApolLineaire Alors on a lui pas sur webtoon mais gros coup de cœur
 
 https://t.co/jnOET8HjK7",none,,no,none
Parce que la basiquement une meuf dit qu'elle a honte de sa barbe et les réponses c'est qu'elle devrait tenter le l… https://t.co/xJrBLfFmeU,none,,no,none
"RT @KENPACHI_1070: Cristiano Ronaldo: Ne fais aucun tatouage afin de donner son sang au minimum 2 fois par semaine.
 
 Il fait des gros dons…",none,,no,none
@Coach_Jojo__ @Vitality_RocKy Non mais en gros ta question tu fouille 3 cdm avant c'était fait quoi trkl,none,,no,none
"Des fois aller au travail c’est un gros combat pour moi, a cause de ma crise d’angoisse durant la nuit le matin je… https://t.co/LQzKOYLWso",none ,,no,none 
@YoussMsb @Marvel_Fit Les gens font trop leur acteur rien que les pouvoir de gojo c'est n importe quoi et encore jm… https://t.co/cl01FmSclA,none,,no,none
"RT @lae_gmz: « j’suis attachée mais t’es un Renoi, t’es pas musulman, tu pries pas tu préfère dealer » mais pitié qui gère la musique de We…",none,,no,none
@Okamishiro6 Oui oui c trop rigodrole 🤣 et apres moman elle est 😠 ben je lui passe devant et je balance des fesses… https://t.co/qNV8gomNWy,bullying ,,yes,bullying 
@Ciigo_ Jsuis kayserili jfais des gros manti tu crois c’est le pişi qui va mfaire peur ?,none,,no,none
"Ouais genre j’en peup de voir des crops partout alors que ça fait pute, c’est bon quoi https://t.co/hEHL38LoFz",sexism ,,yes,sexism 
"RT @GilbertCollard: En Espagne, à #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arrêter de croire que ces…",None,,yes,None
"RT @Yavdoha: « Plus de chauffage. Je dors en bonnet et avec des gros gants en laine, dis ma copine d’enfance. Difficile de s’endormir, mais…",none,,no,none
"RT @GilbertCollard: En Espagne, à #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arrêter de croire que ces…",None,,yes,None
"RT @GilbertCollard: En Espagne, à #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arrêter de croire que ces…",None,,yes,None
"RT @GilbertCollard: En Espagne, à #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arrêter de croire que ces…",None,,yes,None
J'espère que vous allez toutes et tous très bien les amis passé un très bon dimanche très gros bisous ❤️❤️❤️❤️❤️ https://t.co/URvsDHjkqZ,none,,no,none
"RT @QuentinOwona007: Les filles qui ont les gros seins pensent qu'elles peuvent nous contrôler Lol 
 tout d'abord vous avez raison mais....🤔…",sexism ,,yes,sexism 
"RT @mjidou94: Aujourd’hui je recommence un défi, plus aucun gros mot ne doit sortir de ma bouche.
 
 Ça va pas être facile",none,,no,none
"RT @lae_gmz: « j’suis attachée mais t’es un Renoi, t’es pas musulman, tu pries pas tu préfère dealer » mais pitié qui gère la musique de We…",none,,no,none
RT @blezzard92: Si les trois ballons d'or français refusent d'asster a la final que joue leur pays...c'est qu'il y a vraiment un gros probl…,none ,,no,none 
"RT @GilbertCollard: En Espagne, à #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arrêter de croire que ces…",None,,yes,None
"RT @realmarcel1: L’enchaînement du gros plan sur l’énorme lustre allumé en pleine journée et « la sobriété, ça fonctionne » dans cette vidé…",none,,no,none
"RT @camsouu7: Être une femme en 2022 voilà : un connard se branle sans aucun gêne sur moi dans le @RERD_SNCF , quand est-ce qu’on pourra en…",bullying ,,yes,bullying 
"RT @QuentinOwona007: Les filles qui ont les gros seins pensent qu'elles peuvent nous contrôler Lol 
 tout d'abord vous avez raison mais....🤔…",sexism ,,yes,sexism 
"RT @TrashTalk_fr: Ja Morant, victime de l’expulsion la plus débile de l’année en NBA : parler à un fan, c’est désormais condamné https://t.…",bullying ,,yes,bullying 
"RT @realmarcel1: L’enchaînement du gros plan sur l’énorme lustre allumé en pleine journée et « la sobriété, ça fonctionne » dans cette vidé…",none,,no,none
@AsrlPrv @clem_ste @_Lensss_ @isagiqlf t'as même pas mis de déterminant gros porc,hate speech ,,yes,hate speech 
@ErfalU @EtienneAnthem @Pierls1 @yasminmodestine @Egaril1 @PascaleMartin24 Non non jconfirme bien que t'as aucune r… https://t.co/zoFasIk703,none,,no,none
"RT @YungNegrowski: Je suis choquée. Tu es policier, une fille vient te dire qu’il y a des traffics sexuels, de la pedocriminalité et du cyb…",none,,no,none
Surtout ce fils de pute d'Otamendi vraiment. https://t.co/29bycGIXIc,hate speech ,,yes,hate speech 
@Incognito3861 @KillBil75522353 ne prend pas ton cas pour une généralité ! c'est ta pute de mère qui tapine dans to… https://t.co/dWS8fgv4e1,"sexism, hate speech ",,yes,"sexism, hate speech "
@AvaMoorex Sublime maîtresse nue cochonne mmmm 🤤🤤🤤🔥🔥🔥❤️,"sexism, hate speech ",,yes,"sexism, hate speech "
"@RogerGuillem @mediathom Tiens, encore un débile qui n'a pas compris que ma photo de profil ne me représentait pas.… https://t.co/XamazdyCEK",bullying ,,yes,bullying 
@2othe @maesenhess starf'allah t'es un gros dégueulasse,bullying ,,yes,bullying 
"RT @LeaFrct: Ma petite sœur de 20 ans étudie à #Bordeaux, elle vient de me raconter sa soirée après France-Maroc. Elle a croisé la route de…",none,,no,none
@YTbrasko @BrahimTouza Elle veut renoi pas musulman,none,,no,none
"Bah non, je le dépense pour moi et ça fait mon bonheur, c'est vraiment débile ce truc ""l'argent ne fait pas le bonh… https://t.co/GiYEsMk7ei",none,,no,none
Grosse pute,Hate speech ,,yes,Hate speech 
@DidierFluchaud Bonjour Didier merci beaucoup gros bisous de Kenza 😘😘💙🤍,none,,no,none
@theo_le_lion Est-ce que tu penses que le plus gros problème qui freine la croissance d’une boîte. C’est les recrutements ?,none,,no,none
@Kevkamarade Salut Kevin merci beaucoup une très belle journée à toi et ta famille profitez-en bien de ce jour de r… https://t.co/u2hmonZEtV,none,,no,none
"RT @jfpoisson78: Crise #Covid_19, conflit #UkraineRussiaWar, mis au ban #orban et Hongrois... L'UE se fait de plus en plus donneuse de leç…",none,,no,none
@Isa67692728 Oui un gros 😂😂😂,None,,yes,None
@AusaymV7 @dylan_fqt @jessy19418191 @RMCSportCombat Mais personne aurait sorti les même propos en fait...on aime.bi… https://t.co/rasDtAqO3f,none,,no,none
RT @couchloukoum__: Dans le dossier harcèlement dans la télé-réalité on a pas assez parlé du cas Anais sur Martika,none,,no,none
"RT @lae_gmz: « j’suis attachée mais t’es un Renoi, t’es pas musulman, tu pries pas tu préfère dealer » mais pitié qui gère la musique de We…",none ,,no,none 
"@LNA_Sura Merci Hélèna
 Gros bisous à vous aussi
 Et bon dimanche ☀️♥️",None,,no,None
@rebeu_farouche3 Peut être mais ça me plairait bien qu’il ai pas la victoire,None,,no,None
Comment tu peux définir les mœurs d’une personne est ce que c’est pas de la calomnie ça ? Et la mixité c’est pas ob… https://t.co/VX01G1bq4t,none,,no,none
"RT @lae_gmz: « j’suis attachée mais t’es un Renoi, t’es pas musulman, tu pries pas tu préfère dealer » mais pitié qui gère la musique de We…",none ,,no,none 
"RT @Kawamatsu95: 🎁 GROS CONCOURS ONE PIECE 🎁
 #ONEPIECE 
 
 À l’occasion des fêtes de fin d’année, moi et @zenmarket_fr on fait gagner la Figu…",none,,no,none
@Trykennnnn @Kardowsky Faut vraiment être débile pour dire ça,bullying ,,yes,bullying 
"RT @realmarcel1: L’enchaînement du gros plan sur l’énorme lustre allumé en pleine journée et « la sobriété, ça fonctionne » dans cette vidé…",none,,no,none
@fachezvous @You92ka mais au nom y’a un daron il avait un cdi il était co h24 il nous montrait il avait mis plus de… https://t.co/zHSND00iVp,none,,no,none
@You92ka @dorojo20 @YanisHdjb @yoweitaa il va mdire « va travailler va réviser ou lire des livres là dès le sbah tu… https://t.co/5xMkQr1zYv,none,,no,none
@y4n05h Gros facho pas un mot sur les voilées qu’on supporte toute l’année ! La crèche ça dure moins longtemps que… https://t.co/zsrJYY6RYc,none,,no,none
"@sakensoul_ @MisterMayhem51 Ça me donne juste envie de les prendre en demat lol 
 Vraiment les collector venant de g… https://t.co/Hbvw5AVvqK",none,,no,none
RT @sicvitaestVIII: M@EmmanuelMacron ne serait-il pas temps de quitter votre fonction car vous êtes indigne de représenter le peuple Franç…,bullying ,,yes,bullying 
